source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Austin-Bergstrom International Airport,Salt Lake City International Airport,Boeing 737-600,1735.3856175631329,2,1960.9984943365532
Austin-Bergstrom International Airport,Salt Lake City International Airport,Boeing 767-800,1735.3856175631329,2,2396.775937522454
Austin-Bergstrom International Airport,Salt Lake City International Airport,Airbus A200-100,1735.3856175631329,2,1797.5819531418408
Austin-Bergstrom International Airport,Salt Lake City International Airport,Airbus A220-300,1735.3856175631329,2,1634.1654119471277
Austin-Bergstrom International Airport,Salt Lake City International Airport,Boeing 747-400,1735.3856175631329,2,4902.496235841383
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,2136.3015641690795,3,2414.0364587480417
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,2136.3015641690795,3,2950.4890051364955
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,2136.3015641690795,3,2212.866753852372
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,2136.3015641690795,3,2011.697048956701
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,2136.3015641690795,3,6035.091146870104
Austin-Bergstrom International Airport,San Diego International Airport,Boeing 737-600,1857.526944414286,5,2099.0190908122336
Austin-Bergstrom International Airport,San Diego International Airport,Boeing 767-800,1857.526944414286,5,2565.4677776593967
Austin-Bergstrom International Airport,San Diego International Airport,Airbus A200-100,1857.526944414286,5,1924.1008332445474
Austin-Bergstrom International Airport,San Diego International Airport,Airbus A220-300,1857.526944414286,5,1749.182575676861
Austin-Bergstrom International Airport,San Diego International Airport,Boeing 747-400,1857.526944414286,5,5247.547727030583
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,Boeing 737-600,2180.168771020719,3,2463.606724697123
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,Boeing 767-800,2180.168771020719,3,3011.074885740928
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,Airbus A200-100,2180.168771020719,3,2258.3061643056963
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,Airbus A220-300,2180.168771020719,3,2053.0056039142687
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,Boeing 747-400,2180.168771020719,3,6159.016811742807
Austin-Bergstrom International Airport,Tampa International Airport,Boeing 737-600,1501.8801523700045,5,1697.1356035595281
Austin-Bergstrom International Airport,Tampa International Airport,Boeing 767-800,1501.8801523700045,5,2074.276848794979
Austin-Bergstrom International Airport,Tampa International Airport,Airbus A200-100,1501.8801523700045,5,1555.7076365962344
Austin-Bergstrom International Airport,Tampa International Airport,Airbus A220-300,1501.8801523700045,5,1414.2796696329399
Austin-Bergstrom International Airport,Tampa International Airport,Boeing 747-400,1501.8801523700045,5,4242.83900889882
Austin-Bergstrom International Airport,Washington Dulles International Airport,Boeing 737-600,2106.040784138452,3,2379.841555046559
Austin-Bergstrom International Airport,Washington Dulles International Airport,Boeing 767-800,2106.040784138452,3,2908.6952339457944
Austin-Bergstrom International Airport,Washington Dulles International Airport,Airbus A200-100,2106.040784138452,3,2181.5214254593457
Austin-Bergstrom International Airport,Washington Dulles International Airport,Airbus A220-300,2106.040784138452,3,1983.201295872132
Austin-Bergstrom International Airport,Washington Dulles International Airport,Boeing 747-400,2106.040784138452,3,5949.603887616397
Austin-Bergstrom International Airport,Nashville International Airport,Boeing 737-600,1223.6923506614248,3,1382.7813443261482
Austin-Bergstrom International Airport,Nashville International Airport,Boeing 767-800,1223.6923506614248,3,1690.0660875097367
Austin-Bergstrom International Airport,Nashville International Airport,Airbus A200-100,1223.6923506614248,3,1267.5495656323026
Austin-Bergstrom International Airport,Nashville International Airport,Airbus A220-300,1223.6923506614248,3,1152.3177869384567
Austin-Bergstrom International Airport,Nashville International Airport,Boeing 747-400,1223.6923506614248,3,3456.95336081537
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,8516.991355929003,21,-1
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,8516.991355929003,21,-1
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,8516.991355929003,21,-1
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,8516.991355929003,21,-1
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,8516.991355929003,21,24060.65697476977
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,857.1850303520923,9,968.6253803628367
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,857.1850303520923,9,1183.8754648879114
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,857.1850303520923,9,887.9065986659336
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,857.1850303520923,9,807.1878169690305
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,857.1850303520923,9,2421.5634509070915
Washington Dulles International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1869.3035306499728,11,2112.3267197581476
Washington Dulles International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1869.3035306499728,11,2581.7326574821805
Washington Dulles International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1869.3035306499728,11,1936.2994931116355
Washington Dulles International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1869.3035306499728,11,1760.2722664651228
Washington Dulles International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1869.3035306499728,11,5280.816799395369
Washington Dulles International Airport,Denver International Airport,Boeing 737-600,2309.790407309981,4,2610.0801257810963
Washington Dulles International Airport,Denver International Airport,Boeing 767-800,2309.790407309981,4,3190.097931510229
Washington Dulles International Airport,Denver International Airport,Airbus A200-100,2309.790407309981,4,2392.573448632672
Washington Dulles International Airport,Denver International Airport,Airbus A220-300,2309.790407309981,4,2175.0667714842466
Washington Dulles International Airport,Denver International Airport,Boeing 747-400,2309.790407309981,4,6525.200314452741
Washington Dulles International Airport,O'Hare International Airport,Boeing 737-600,942.2472846727713,14,1064.7463525315231
Washington Dulles International Airport,O'Hare International Airport,Boeing 767-800,942.2472846727713,14,1301.3566530940839
Washington Dulles International Airport,O'Hare International Airport,Airbus A200-100,942.2472846727713,14,976.0174898205629
Washington Dulles International Airport,O'Hare International Airport,Airbus A220-300,942.2472846727713,14,887.2886271096024
Washington Dulles International Airport,O'Hare International Airport,Boeing 747-400,942.2472846727713,14,2661.8658813288075
Washington Dulles International Airport,Los Angeles International Airport,Boeing 737-600,3617.128327397561,26,4087.3815779395004
Washington Dulles International Airport,Los Angeles International Airport,Boeing 767-800,3617.128327397561,26,4995.688595259389
Washington Dulles International Airport,Los Angeles International Airport,Airbus A200-100,3617.128327397561,26,3746.7664464445425
Washington Dulles International Airport,Los Angeles International Airport,Airbus A220-300,3617.128327397561,26,3406.1513149495836
Washington Dulles International Airport,Los Angeles International Airport,Boeing 747-400,3617.128327397561,26,10218.45394484875
Washington Dulles International Airport,John F. Kennedy International Airport,Boeing 737-600,367.2831611964163,9,415.0326698643045
Washington Dulles International Airport,John F. Kennedy International Airport,Boeing 767-800,367.2831611964163,9,507.26215205637226
Washington Dulles International Airport,John F. Kennedy International Airport,Airbus A200-100,367.2831611964163,9,380.4466140422792
Washington Dulles International Airport,John F. Kennedy International Airport,Airbus A220-300,367.2831611964163,9,345.8605582202537
Washington Dulles International Airport,John F. Kennedy International Airport,Boeing 747-400,367.2831611964163,9,1037.5816746607613
Washington Dulles International Airport,Harry Reid International Airport,Boeing 737-600,3269.9081725659385,3,3695.0202526311523
Washington Dulles International Airport,Harry Reid International Airport,Boeing 767-800,3269.9081725659385,3,4516.135864326964
Washington Dulles International Airport,Harry Reid International Airport,Airbus A200-100,3269.9081725659385,3,3387.1018982452233
Washington Dulles International Airport,Harry Reid International Airport,Airbus A220-300,3269.9081725659385,3,3079.1835438592934
Washington Dulles International Airport,Harry Reid International Airport,Boeing 747-400,3269.9081725659385,3,9237.55063157788
Washington Dulles International Airport,Orlando International Airport,Boeing 737-600,1217.9650953431274,4,1376.3095037495082
Washington Dulles International Airport,Orlando International Airport,Boeing 767-800,1217.9650953431274,4,1682.156060138288
Washington Dulles International Airport,Orlando International Airport,Airbus A200-100,1217.9650953431274,4,1261.617045103716
Washington Dulles International Airport,Orlando International Airport,Airbus A220-300,1217.9650953431274,4,1146.9245864579234
Washington Dulles International Airport,Orlando International Airport,Boeing 747-400,1217.9650953431274,4,3440.7737593737706
Washington Dulles International Airport,Miami International Airport,Boeing 737-600,1478.3031282008699,4,1670.4933930740378
Washington Dulles International Airport,Miami International Airport,Boeing 767-800,1478.3031282008699,4,2041.714147090491
Washington Dulles International Airport,Miami International Airport,Airbus A200-100,1478.3031282008699,4,1531.2856103178683
Washington Dulles International Airport,Miami International Airport,Airbus A220-300,1478.3031282008699,4,1392.077827561698
Washington Dulles International Airport,Miami International Airport,Boeing 747-400,1478.3031282008699,4,4176.233482685095
Washington Dulles International Airport,Charlotte Douglas International Airport,Boeing 737-600,517.5470684373377,4,584.8319887421184
Washington Dulles International Airport,Charlotte Douglas International Airport,Boeing 767-800,517.5470684373377,4,714.7946529070337
Washington Dulles International Airport,Charlotte Douglas International Airport,Airbus A200-100,517.5470684373377,4,536.0959896802752
Washington Dulles International Airport,Charlotte Douglas International Airport,Airbus A220-300,517.5470684373377,4,487.35999061843194
Washington Dulles International Airport,Charlotte Douglas International Airport,Boeing 747-400,517.5470684373377,4,1462.079971855296
Washington Dulles International Airport,Seattle-Tacoma International Airport,Boeing 737-600,3643.4472456814005,6,4117.122148913951
Washington Dulles International Airport,Seattle-Tacoma International Airport,Boeing 767-800,3643.4472456814005,6,5032.03818200594
Washington Dulles International Airport,Seattle-Tacoma International Airport,Airbus A200-100,3643.4472456814005,6,3774.028636504455
Washington Dulles International Airport,Seattle-Tacoma International Airport,Airbus A220-300,3643.4472456814005,6,3430.9351240949586
Washington Dulles International Airport,Seattle-Tacoma International Airport,Boeing 747-400,3643.4472456814005,6,10292.805372284876
Washington Dulles International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,3100.2380897156195,7,3503.291812775433
