aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00006,2136,Detroit Metropolitan Airport,Tampa International Airport,9058,9248,27
N00006,2166,Tampa International Airport,Detroit Metropolitan Airport,9284,9473,36
N00006,2197,Detroit Metropolitan Airport,Orlando International Airport,9499,9686,24
N00006,2226,Orlando International Airport,Baltimore/Washington International Airport,9712,9881,12
N00006,2243,Baltimore/Washington International Airport,Orlando International Airport,9907,10075,12
N00006,2266,Orlando International Airport,Logan International Airport,10111,10317,45
N00006,2293,Logan International Airport,Tampa International Airport,10343,10553,33
N00006,2318,Tampa International Airport,Baltimore/Washington International Airport,10579,10754,15
N00006,2336,Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,10790,10973,15
N00006,2355,Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,10999,11188,9
N00006,2372,Salt Lake City International Airport,Austin-Bergstrom International Airport,11214,11416,8
N00006,2394,Austin-Bergstrom International Airport,San Francisco International Airport,11452,11696,55
N00006,2415,San Francisco International Airport,Detroit Metropolitan Airport,11722,12041,63
N00006,2440,Detroit Metropolitan Airport,Austin-Bergstrom International Airport,12077,12283,21
N00006,2455,Austin-Bergstrom International Airport,Harry Reid International Airport,12309,12509,12
N00006,2466,Harry Reid International Airport,Minneapolis-Saint Paul International Airport,12535,12760,18
N00006,2481,Minneapolis-Saint Paul International Airport,Harry Reid International Airport,12796,13019,18
N00006,2496,Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,13045,13329,27
N00007,7,O'Hare International Airport,Los Angeles International Airport,35,314,119
N00007,105,Los Angeles International Airport,John F. Kennedy International Airport,350,714,119
N00007,179,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,750,984,119
N00007,240,Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,1010,1202,115
N00007,293,Detroit Metropolitan Airport,Los Angeles International Airport,1238,1540,81
N00007,380,Los Angeles International Airport,LaGuardia Airport,1576,1940,119
N00007,473,LaGuardia Airport,O'Hare International Airport,1966,2130,13
N00007,519,O'Hare International Airport,Tampa International Airport,2166,2362,84
N00007,578,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,2388,2516,52
N00007,619,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,2542,2863,119
N00007,708,San Francisco International Airport,John F. Kennedy International Airport,2899,3276,119
N00007,815,John F. Kennedy International Airport,Los Angeles International Airport,3312,3666,119
N00007,916,Los Angeles International Airport,Seattle-Tacoma International Airport,3692,3878,46
N00007,966,Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,3914,4188,105
N00007,1047,Dallas/Fort Worth International Airport,Miami International Airport,4214,4421,64
N00007,1106,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,4447,4596,26
N00007,1155,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,4632,4760,26
N00007,1198,Tampa International Airport,Dallas/Fort Worth International Airport,4786,4971,48
N00007,1252,Dallas/Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,4997,5163,64
N00007,1305,Hartsfield-Jackson Atlanta International Airport,Ronald Reagan Washington National Airport,5189,5333,27
N00007,1353,Ronald Reagan Washington National Airport,John F. Kennedy International Airport,5359,5457,18
N00007,1384,John F. Kennedy International Airport,Charlotte Douglas International Airport,5483,5624,48
N00007,1438,Charlotte Douglas International Airport,Tampa International Airport,5660,5797,24
N00007,1475,Tampa International Airport,Charlotte Douglas International Airport,5823,5960,12
N00007,1522,Charlotte Douglas International Airport,Washington Dulles International Airport,5986,6096,4
N00007,1562,Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,6122,6264,18
N00007,1602,Hartsfield-Jackson Atlanta International Airport,Austin-Bergstrom International Airport,6290,6462,30
N00007,1652,Austin-Bergstrom International Airport,O'Hare International Airport,6488,6680,48
N00008,8,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,35,365,119
N00008,117,Los Angeles International Airport,Newark Liberty International Airport,401,763,119
N00008,193,Newark Liberty International Airport,Dallas/Fort Worth International Airport,799,1031,56
N00008,258,Dallas/Fort Worth International Airport,Charlotte Douglas International Airport,1057,1244,70
N00008,304,Charlotte Douglas International Airport,Los Angeles International Airport,1280,1597,119
N00008,395,Los Angeles International Airport,LaGuardia Airport,1633,1997,48
N00008,486,LaGuardia Airport,George Bush Intercontinental Airport,2033,2268,119
N00008,554,George Bush Intercontinental Airport,San Francisco International Airport,2294,2559,21
N00008,633,San Francisco International Airport,LaGuardia Airport,2595,2971,119
N00008,730,LaGuardia Airport,Los Angeles International Airport,3007,3361,119
N00008,835,Los Angeles International Airport,Logan International Airport,3397,3777,119
N00008,940,Logan International Airport,Dallas/Fort Worth International Airport,3813,4073,119
N00008,1019,Dallas/Fort Worth International Airport,Denver International Airport,4099,4254,48
N00008,1069,Denver International Airport,Philadelphia International Airport,4280,4543,36
N00008,1134,Philadelphia International Airport,O'Hare International Airport,4579,4737,82
N00008,1190,O'Hare International Airport,Detroit Metropolitan Airport,4763,4866,58
N00008,1228,Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,4892,5031,44
N00008,1272,Minneapolis-Saint Paul International Airport,LaGuardia Airport,5057,5251,68
N00008,1333,LaGuardia Airport,Baltimore/Washington International Airport,5277,5365,20
N00008,1365,Baltimore/Washington International Airport,Logan International Airport,5391,5513,21
N00008,1400,Logan International Airport,Minneapolis-Saint Paul International Airport,5549,5752,60
N00008,1458,Minneapolis-Saint Paul International Airport,San Francisco International Airport,5778,6038,90
N00008,1544,San Francisco International Airport,Philadelphia International Airport,6074,6443,119
N00008,1647,Philadelphia International Airport,Tampa International Airport,6469,6651,56
N00008,1697,Tampa International Airport,LaGuardia Airport,6687,6880,56
N00008,1746,LaGuardia Airport,Washington Dulles International Airport,6906,7006,20
N00008,1776,Washington Dulles International Airport,Orlando International Airport,7032,7196,12
N00008,1810,Orlando International Airport,Dallas/Fort Worth International Airport,7222,7413,42
N00008,1851,Dallas/Fort Worth International Airport,Salt Lake City International Airport,7449,7674,28
N00008,1911,Salt Lake City International Airport,Harry Reid International Airport,7700,7822,2
N00008,1943,Harry Reid International Airport,George Bush Intercontinental Airport,7848,8064,33
N00008,1988,George Bush Intercontinental Airport,Seattle-Tacoma International Airport,8100,8391,100
N00008,2038,Seattle-Tacoma International Airport,Newark Liberty International Airport,8427,8783,90
N00008,2098,Newark Liberty International Airport,Austin-Bergstrom International Airport,8819,9063,55
N00008,2141,Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,9089,9262,10
N00008,2171,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,9288,9504,24
N00009,9,Dallas/Fort Worth International Airport,Los Angeles International Airport,35,252,119
N00009,86,Los Angeles International Airport,O'Hare International Airport,278,562,119
N00009,160,O'Hare International Airport,Minneapolis-Saint Paul International Airport,588,701,119
N00009,176,Minneapolis-Saint Paul International Airport,Denver International Airport,737,895,35
N00009,227,Denver International Airport,Fort Lauderdale-Hollywood International Airport,921,1200,30
N00009,292,Fort Lauderdale-Hollywood International Airport,Denver International Airport,1236,1511,30
N00009,373,Denver International Airport,Harry Reid International Airport,1537,1689,16
N00009,420,Harry Reid International Airport,Denver International Airport,1715,1868,16
N00009,460,Denver International Airport,John F. Kennedy International Airport,1904,2174,52
N00009,531,John F. Kennedy International Airport,O'Hare International Airport,2200,2364,10
N00009,581,O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,2390,2605,84
N00009,639,Fort Lauderdale-Hollywood International Airport,Orlando International Airport,2631,2718,24
N00009,667,Orlando International Airport,Los Angeles International Airport,2754,3081,119
N00009,762,Los Angeles International Airport,Dallas/Fort Worth International Airport,3107,3327,119
N00009,823,Dallas/Fort Worth International Airport,LaGuardia Airport,3363,3600,105
N00009,891,LaGuardia Airport,Logan International Airport,3626,3714,69
N00009,929,Logan International Airport,Newark Liberty International Airport,3740,3837,66
N00009,955,Newark Liberty International Airport,Baltimore/Washington International Airport,3863,3949,30
N00009,988,Baltimore/Washington International Airport,O'Hare International Airport,3975,4127,42
N00009,1032,O'Hare International Airport,Orlando International Airport,4153,4348,54
N00009,1086,Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,4384,4512,22
N00009,1132,Hartsfield-Jackson Atlanta International Airport,Detroit Metropolitan Airport,4538,4687,36
N00009,1175,Detroit Metropolitan Airport,Logan International Airport,4713,4864,60
N00009,1225,Logan International Airport,Baltimore/Washington International Airport,4890,5012,21
N00009,1264,Baltimore/Washington International Airport,Newark Liberty International Airport,5038,5124,18
N00009,1294,Newark Liberty International Airport,Tampa International Airport,5150,5340,75
N00009,1356,Tampa International Airport,Newark Liberty International Airport,5376,5568,70
N00009,1419,Newark Liberty International Airport,Miami International Airport,5594,5794,70
N00009,1473,Miami International Airport,Orlando International Airport,5820,5909,12
N00009,1506,Orlando International Airport,Fort Lauderdale-Hollywood International Airport,5935,6022,12
N00009,1535,Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,6048,6235,60
N00009,1594,George Bush Intercontinental Airport,Tampa International Airport,6271,6439,48
N00009,1644,Tampa International Airport,Philadelphia International Airport,6465,6648,39
N00009,1695,Philadelphia International Airport,Miami International Airport,6674,6866,52
N00009,1744,Miami International Airport,Philadelphia International Airport,6892,7086,52
N00009,1789,Philadelphia International Airport,Harry Reid International Airport,7122,7445,50
N00009,1863,Harry Reid International Airport,Dallas/Fort Worth International Airport,7471,7671,36
N00009,1909,Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,7707,7925,44
N00009,1961,Baltimore/Washington International Airport,Los Angeles International Airport,7951,8290,119
N00009,2022,Los Angeles International Airport,Nashville International Airport,8326,8614,112
N00009,2070,Nashville International Airport,Orlando International Airport,8640,8789,12
N00009,2101,Orlando International Airport,Washington Dulles International Airport,8815,8980,12
N00009,2128,Washington Dulles International Airport,Nashville International Airport,9006,9147,6
N00009,2152,Nashville International Airport,Tampa International Airport,9183,9332,8
