flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
727,O'Hare International Airport,LaGuardia Airport,119,3567,3731,3567,3731,N00013,Boeing 737-600
779,LaGuardia Airport,Logan International Airport,115,3757,3845,3757,3845,N00013,Boeing 737-600
801,Logan International Airport,O'Hare International Airport,119,3871,4049,3871,4049,N00013,Boeing 737-600
850,O'Hare International Airport,Phoenix Sky Harbor International Airport,30,4085,4325,4085,4325,N00013,Boeing 737-600
923,Phoenix Sky Harbor International Airport,Newark Liberty International Airport,110,4351,4676,4351,4676,N00013,Boeing 737-600
975,Newark Liberty International Airport,Los Angeles International Airport,119,4712,5064,4712,5064,N00013,Boeing 737-600
1056,Los Angeles International Airport,Philadelphia International Airport,119,5100,5456,5100,5456,N00013,Boeing 737-600
1146,Philadelphia International Airport,Dallas/Fort Worth International Airport,119,5482,5707,5482,5707,N00013,Boeing 737-600
1239,Dallas/Fort Worth International Airport,Seattle-Tacoma International Airport,105,5841,6111,5841,6111,N00013,Boeing 737-600
1271,Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,105,6137,6411,6137,6411,N00013,Boeing 737-600
1336,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,6447,6664,6447,6664,N00013,Boeing 737-600
1393,Los Angeles International Airport,Detroit Metropolitan Airport,119,6690,6998,6690,6998,N00013,Boeing 737-600
1478,Detroit Metropolitan Airport,Newark Liberty International Airport,100,7024,7159,7024,7159,N00013,Boeing 737-600
1518,Newark Liberty International Airport,San Francisco International Airport,30,7195,7559,7195,7582,N00013,Boeing 737-600
1598,San Francisco International Airport,Dallas/Fort Worth International Airport,119,7618,7864,7618,7864,N00013,Boeing 737-600
1646,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,7890,8107,7890,8107,N00013,Boeing 737-600
1710,Los Angeles International Airport,Denver International Airport,119,8133,8311,8133,8311,N00013,Boeing 737-600
1753,Denver International Airport,LaGuardia Airport,65,8347,8617,8347,8617,N00013,Boeing 737-600
1826,LaGuardia Airport,Baltimore/Washington International Airport,50,8643,8731,8643,8731,N00013,Boeing 737-600
1865,Baltimore/Washington International Airport,O'Hare International Airport,70,8966,9118,8966,9118,N00013,Boeing 737-600
1919,O'Hare International Airport,Los Angeles International Airport,119,9154,9433,9154,9433,N00013,Boeing 737-600
1981,Los Angeles International Airport,George Bush Intercontinental Airport,119,9459,9693,9459,9693,N00013,Boeing 737-600
2042,George Bush Intercontinental Airport,O'Hare International Airport,119,9729,9915,9729,9915,N00013,Boeing 737-600
2101,O'Hare International Airport,Nashville International Airport,70,9941,10070,9941,10070,N00013,Boeing 737-600
2146,Nashville International Airport,Seattle-Tacoma International Airport,30,10119,10421,10119,10421,N00013,Boeing 737-600
2185,Seattle-Tacoma International Airport,Denver International Airport,40,10457,10653,10457,10653,N00013,Boeing 737-600
2250,Denver International Airport,San Diego International Airport,30,10679,10855,10679,10855,N00013,Boeing 737-600
2283,San Diego International Airport,Phoenix Sky Harbor International Airport,55,10881,10989,10881,10989,N00013,Boeing 737-600
2314,Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,119,11015,11194,11015,11194,N00013,Boeing 737-600
2362,Dallas/Fort Worth International Airport,Newark Liberty International Airport,119,11230,11465,11230,11465,N00013,Boeing 737-600
2433,Newark Liberty International Airport,San Francisco International Airport,5,11507,11871,11507,11871,N00013,Boeing 737-600
2490,San Francisco International Airport,Los Angeles International Airport,119,11897,12009,11897,12009,N00013,Boeing 737-600
2532,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,119,12045,12351,12045,12351,N00013,Boeing 737-600
2601,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,119,12377,12542,12377,12542,N00013,Boeing 737-600
2640,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,119,12568,12669,12568,12669,N00013,Boeing 737-600
2678,George Bush Intercontinental Airport,LaGuardia Airport,119,12705,12943,12705,12943,N00013,Boeing 737-600
2748,LaGuardia Airport,Seattle-Tacoma International Airport,90,12979,13327,12979,13327,N00013,Boeing 737-600
2811,Seattle-Tacoma International Airport,San Francisco International Airport,95,13353,13509,13353,13509,N00013,Boeing 737-600
2852,San Francisco International Airport,Newark Liberty International Airport,119,13545,13919,13545,13919,N00013,Boeing 737-600
2937,Newark Liberty International Airport,Dallas/Fort Worth International Airport,40,13955,14187,13955,14187,N00013,Boeing 737-600
3006,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,119,14213,14450,14213,14450,N00013,Boeing 737-600
3070,John F. Kennedy International Airport,Denver International Airport,70,14486,14752,14486,14752,N00013,Boeing 737-600
3108,Denver International Airport,Dallas/Fort Worth International Airport,75,14778,14934,14778,14934,N00013,Boeing 737-600
3150,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,14960,15177,14960,15177,N00013,Boeing 737-600
3188,Los Angeles International Airport,George Bush Intercontinental Airport,119,15213,15447,15213,15447,N00013,Boeing 737-600
3251,George Bush Intercontinental Airport,San Francisco International Airport,40,15473,15738,15473,null,N00013,Boeing 737-600
29,Denver International Airport,Orlando International Airport,25,89,351,89,351,N00014,Boeing 737-600
62,Orlando International Airport,Denver International Airport,25,377,635,377,635,N00014,Boeing 737-600
129,Denver International Airport,Seattle-Tacoma International Airport,40,671,866,671,866,N00014,Boeing 737-600
177,Seattle-Tacoma International Airport,O'Hare International Airport,119,892,1173,892,1173,N00014,Boeing 737-600
242,O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,105,1209,1424,1209,1424,N00014,Boeing 737-600
295,Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,119,1450,1791,1450,1791,N00014,Boeing 737-600
356,Los Angeles International Airport,O'Hare International Airport,119,1827,2111,1827,2111,N00014,Boeing 737-600
425,O'Hare International Airport,George Bush Intercontinental Airport,119,2137,2322,2137,2322,N00014,Boeing 737-600
468,George Bush Intercontinental Airport,O'Hare International Airport,119,2348,2534,2348,2534,N00014,Boeing 737-600
518,O'Hare International Airport,Logan International Airport,119,2570,2749,2570,2749,N00014,Boeing 737-600
576,Logan International Airport,Washington Dulles International Airport,35,2775,2902,2775,2902,N00014,Boeing 737-600
614,Washington Dulles International Airport,Los Angeles International Airport,119,2928,3263,2928,3272,N00014,Boeing 737-600
677,Los Angeles International Airport,O'Hare International Airport,119,3308,3592,3308,3592,N00014,Boeing 737-600
740,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,119,3618,3771,3618,3771,N00014,Boeing 737-600
787,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,36,3807,4107,3807,4107,N00014,Boeing 737-600
871,Los Angeles International Airport,San Francisco International Airport,119,4133,4245,4133,4245,N00014,Boeing 737-600
903,San Francisco International Airport,John F. Kennedy International Airport,119,4294,4671,4294,4671,N00014,Boeing 737-600
964,John F. Kennedy International Airport,Los Angeles International Airport,119,4707,5061,4707,5061,N00014,Boeing 737-600
1055,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,119,5097,5403,5097,5403,N00014,Boeing 737-600
1133,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,119,5429,5595,5429,5595,N00014,Boeing 737-600
1182,Newark Liberty International Airport,George Bush Intercontinental Airport,30,5631,5864,5631,5864,N00014,Boeing 737-600
1251,George Bush Intercontinental Airport,Los Angeles International Airport,119,6086,6317,6086,6317,N00014,Boeing 737-600
1320,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,71,6353,6659,6353,6659,N00014,Boeing 737-600
1392,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,119,6685,6850,6685,6850,N00014,Boeing 737-600
1445,Dallas/Fort Worth International Airport,San Francisco International Airport,50,6886,7128,6886,7128,N00014,Boeing 737-600
1508,San Francisco International Airport,Logan International Airport,119,7164,7554,7164,7554,N00014,Boeing 737-600
1583,Logan International Airport,O'Hare International Airport,119,7580,7758,7580,7758,N00014,Boeing 737-600
1634,O'Hare International Airport,San Francisco International Airport,105,7794,8084,7794,8084,N00014,Boeing 737-600
1699,San Francisco International Airport,Newark Liberty International Airport,119,8120,8494,8120,8494,N00014,Boeing 737-600
1798,Newark Liberty International Airport,Ronald Reagan Washington National Airport,50,8520,8610,8520,8610,N00014,Boeing 737-600
1824,Ronald Reagan Washington National Airport,John F. Kennedy International Airport,45,8636,8734,8636,8734,N00014,Boeing 737-600
1866,John F. Kennedy International Airport,Denver International Airport,70,8976,9242,8976,9242,N00014,Boeing 737-600
1942,Denver International Airport,San Francisco International Airport,70,9268,9457,9268,9457,N00014,Boeing 737-600
1989,San Francisco International Airport,George Bush Intercontinental Airport,119,9493,9763,9493,9763,N00014,Boeing 737-600
2061,George Bush Intercontinental Airport,San Francisco International Airport,40,9789,10054,9789,10054,N00014,Boeing 737-600
2132,San Francisco International Airport,Newark Liberty International Airport,30,10090,10464,10090,10464,N00014,Boeing 737-600
2208,Newark Liberty International Airport,Los Angeles International Airport,101,10500,10852,10500,10852,N00014,Boeing 737-600
2282,Los Angeles International Airport,George Bush Intercontinental Airport,119,10888,11122,10888,11122,N00014,Boeing 737-600
2344,George Bush Intercontinental Airport,O'Hare International Airport,119,11148,11334,11148,11334,N00014,Boeing 737-600
2398,O'Hare International Airport,Phoenix Sky Harbor International Airport,119,11360,11600,11360,11600,N00014,Boeing 737-600
2467,Phoenix Sky Harbor International Airport,Denver International Airport,50,11856,12006,11856,12006,N00014,Boeing 737-600
2530,Denver International Airport,Salt Lake City International Airport,10,12032,12158,12032,12158,N00014,Boeing 737-600
2558,Salt Lake City International Airport,Denver International Airport,10,12184,12310,12184,12310,N00014,Boeing 737-600
2585,Denver International Airport,Nashville International Airport,20,12336,12531,12336,12531,N00014,Boeing 737-600
2638,Nashville International Airport,O'Hare International Airport,65,12557,12686,12557,12686,N00014,Boeing 737-600
2684,O'Hare International Airport,Logan International Airport,30,12712,12891,12712,12891,N00014,Boeing 737-600
2735,Logan International Airport,San Francisco International Airport,119,12932,13311,12932,13311,N00014,Boeing 737-600
2799,San Francisco International Airport,O'Hare International Airport,100,13347,13642,13347,13642,N00014,Boeing 737-600
2874,O'Hare International Airport,John F. Kennedy International Airport,119,13668,13833,13668,13833,N00014,Boeing 737-600
2916,John F. Kennedy International Airport,O'Hare International Airport,85,13859,14023,13859,14023,N00014,Boeing 737-600
2964,O'Hare International Airport,Logan International Airport,119,14059,14238,14059,14238,N00014,Boeing 737-600
3014,Logan International Airport,John F. Kennedy International Airport,110,14264,14352,14264,14352,N00014,Boeing 737-600
3039,John F. Kennedy International Airport,Baltimore/Washington International Airport,50,14378,14466,14378,14494,N00014,Boeing 737-600
3079,Baltimore/Washington International Airport,O'Hare International Airport,70,14726,14878,14726,14878,N00014,Boeing 737-600
3136,O'Hare International Airport,Los Angeles International Airport,119,14904,15183,14904,15207,N00014,Boeing 737-600
3199,Los Angeles International Airport,Detroit Metropolitan Airport,119,15243,15551,15243,null,N00014,Boeing 737-600
20,O'Hare International Airport,Los Angeles International Airport,189,72,351,72,351,N00015,Boeing 767-800
63,Los Angeles International Airport,O'Hare International Airport,189,387,671,387,671,N00015,Boeing 767-800
141,O'Hare International Airport,John F. Kennedy International Airport,106,697,862,697,862,N00015,Boeing 767-800
176,John F. Kennedy International Airport,Logan International Airport,115,888,976,888,976,N00015,Boeing 767-800
204,Logan International Airport,Los Angeles International Airport,170,1012,1381,1012,1381,N00015,Boeing 767-800
283,Los Angeles International Airport,Harry Reid International Airport,155,1407,1508,1407,1508,N00015,Boeing 767-800
336,Harry Reid International Airport,Denver International Airport,20,1776,1929,1776,1929,N00015,Boeing 767-800
390,Denver International Airport,Phoenix Sky Harbor International Airport,50,1955,2104,1955,2104,N00015,Boeing 767-800
422,Phoenix Sky Harbor International Airport,Los Angeles International Airport,189,2130,2252,2130,2252,N00015,Boeing 767-800
454,Los Angeles International Airport,San Francisco International Airport,189,2278,2390,2278,2390,N00015,Boeing 767-800
488,San Francisco International Airport,O'Hare International Airport,116,2426,2721,2426,2721,N00015,Boeing 767-800
566,O'Hare International Airport,Nashville International Airport,70,2747,2876,2747,2876,N00015,Boeing 767-800
